Reparto,Classe,Categoria,Codice,Descrizione,Valore,Mese,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Anno
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00023,PINOT NERO ISONZO 75 CL,17.5,07,BT,BT,1.0,17.5,1,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00025,NIPOZZANO VECCHIE VITI 75 CL,33.8,07,BT,BT,1.0,16.9,2,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,7.3,07,BT,BT,1.0,7.3,1,2024
CANTINA,BEVERAGE - ,VODKA - ,BEV.VOD.00001,VODKA ABSOLUT,16.48,07,LT,CL,100.0,16.7793,1,2024
CANTINA,BEVERAGE - ,WHISKY - ,BEV.WHS.00001,JACK DANIEL'S,21.84,07,LT,CL,100.0,21.84,1,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00002,ARANCE,18.0757,07,KG,GR,1000.0,2.3627,11,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00003,LIMONI,4.6493,07,KG,GR,1000.0,2.7427,2.5,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00004,LIME,44.061,07,KG,GR,1000.0,5.1834,6.63,2024
CANTINA,FOOD - ,MONODOLC - ,FOO.MON.00014,ZUCCHERO ERIDIANA ZOLLETTE 1KG,3.08,07,KG,KG,1.0,2.7077,0.7,2024
CANTINA,FOOD - ,OLIO - ,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,43.2,07,PZ,PZ,1.0,4.8,9,2024
CANTINA,FOOD - ,ORTAGGI - ,FOO.ORT.00001,MENTA FRESCA,15.9913,07,KG,GR,1000.0,9.8864,2.1,2024
CANTINA,FOOD - ,PANE - ,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,114.2451,07,KG,GR,1000.0,4.5067,25.35,2024
CANTINA,FOOD - ,PANE - ,FOO.PAN.00009,PANINI INTEGRALI GR 40,114.2451,07,KG,GR,1000.0,4.5067,25.35,2024
CANTINA,FOOD - ,PASTICCE - ,FOO.PPP.00023,PANNA HOPLA 200 ML,1.6,07,LT,CL,100.0,4.0477,0.4,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,71.5,07,KG,KG,1.0,5.5,13,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00001,PATATINE PER APERITIVO,234.4113,07,PZ,PZ,1.0,4.4127,50,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00002,TARALLI,48.9174,07,KG,GR,1000.0,4.0042,13,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00003,OLIVE VERDI,111.4333,07,KG,KG,1.0,6.995,16,2024
CANTINA,FOOD - ,SPEZIECO - ,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,6.0,07,PZ,PZ,1.0,3.0,2,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,16.8042,07,PZ,PZ,1.0,34.8149,1,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,68.9649,07,PZ,PZ,1.0,36.7483,2,2024
CANTINA,VARIE - ,CANCELLE - ,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,3.353,07,PZ,PZ,0.0,0.3353,10,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,7.5,07,CF,CF,1.0,2.5,3,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,1.0,07,CF,CF,1.0,1.0,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,3.4,07,CF,CF,1.0,1.7,2,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,6.0,07,CF,CF,1.0,6.0,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00022,CANNUCCE PLASTICA BASSE NERE 1CFX1000PZ,5.0,07,CF,CF,1.0,5.0,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00035,GUANTI MONOUSO MISURA M CHEF,11.0,07,CF,CF,1.0,5.5,2,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00039,GUANTI MONOUSO MISURA S CHEF,5.5,07,CF,CF,1.0,5.5,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00049,SPIEDINO APERITIVO BAMBOO 9CM 100PZ,1.81,07,CF,CF,1.0,1.81,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00050,STUZZICADENTI FORCHETTINE 1000PZ,1.2,07,CF,CF,1.0,3.3733,1,2024
CANTINA,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,7.2238,04,BT,BT,1.0,0.15,48,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00001,BIRRA NASTRO AZZURRO 33CL X 24 VAP,9.6708,04,BT,BT,1.0,0.7535,11,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00003,GIN HENDRIK'S,17.9745,04,LT,CL,100.0,35.9489,0.5,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00005,GIN MARE,11.1967,04,LT,CL,100.0,37.3224,0.3,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00007,GIN MALFY,24.16,04,LT,CL,100.0,34.5143,0.7,2024
CANTINA,BEVERAGE - ,LIQUORI - ,BEV.LIQ.00023,LIQUORE LIMONCELLO VILLA MASSA,26.5714,04,LT,CL,100.0,14.9844,2,2024
CANTINA,BEVERAGE - ,RUM - ,BEV.RUM.00006,RUM DIPLOMATICO,18.525,04,LT,CL,100.0,37.05,0.5,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00004,SUCCO MIRTILLO AMITA 20CL X 24,6.84,04,BT,BT,1.0,0.697,8,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00007,SUCCO PERA AMITA 20CL X 24,1.8,04,BT,BT,1.0,0.4879,3,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00008,SUCCO ANANAS AMITA 20CL X 24,9.48,04,BT,BT,1.0,0.6387,12,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00009,SUCCO MELA VERDE AMITA 20CL X 24,8.4,04,BT,BT,1.0,0.4885,14,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00010,SUCCO ALBICOCCA AMITA 20CL X 24,10.8,04,BT,BT,1.0,0.488,18,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00014,COCA COLA 33CL X 24 VAP,2.8816,04,BT,BT,1.0,0.7661,4,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00016,SCHWEPES GINGER ALE 18CL X 24,2.5333,04,BT,BT,1.0,0.6177,4,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00018,LEMONSODA 20CL X 24 VAP,2.7287,04,BT,BT,1.0,0.4436,7,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00023,CEDRATA TASSONI 18CL X 25,7.5927,04,BT,BT,1.0,0.6815,24,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00032,THE ESTATHE PESCA 250MLX24PZ,8.7097,04,PZ,PZ,1.0,0.6517,12,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00041,THE ESTATHE' LIMONE 250MLX24PZ,21.6667,04,PZ,PZ,1.0,0.9274,24,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00042,SCHWEPPES TONICA 18CLX24,4.75,04,PZ,PZ,1.0,1.0,6,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00043,SPRITE 33CLX24 VAP,0.725,04,PZ,PZ,1.0,0.7633,1,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00044,FANTA ORANGE 33CLX24 VAP,17.4,04,PZ,PZ,1.0,0.7503,24,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00045,COCA COLA ZERO 33CLX24 VAP,17.65,04,PZ,PZ,1.0,0.7733,24,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00001,PROSECCO TERRA SERENA 75CL X 6,42.4918,04,BT,CL,0.75,5.7589,9,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00003,LIMONI,2.2563,04,KG,GR,1000.0,2.7427,1.5,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00001,PATATINE PER APERITIVO,34.56,04,PZ,PZ,1.0,4.4127,24,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00002,TARALLI,16.4182,04,KG,GR,1000.0,4.0042,12,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00003,OLIVE VERDI,50.7716,04,KG,KG,1.0,6.995,7,2024
CANTINA,BEVERAGE - ,ACQUA - ,BEV.ACQ.00001,ACQUA FERRARELLE 75CL X 12 VAR,88.1658,08,BT,BT,1.0,0.4675,190,2024
CANTINA,BEVERAGE - ,ACQUA - ,BEV.ACQ.00006,ACQUA NATIA 75CL X12 VAR,185.2907,08,BT,BT,1.0,0.4781,390,2024
CANTINA,BEVERAGE - ,AMARI - ,BEV.AMA.00004,AMARO DEL CAPO 1LT,28.152,08,LT,CL,100.0,15.64,1.8,2024
CANTINA,BEVERAGE - ,AMARI - ,BEV.AMA.00006,AMARO AVERNA 1 LT,37.352,08,LT,CL,100.0,16.24,2.3,2024
CANTINA,BEVERAGE - ,AMARI - ,BEV.AMA.00007,AMARO DISARONNO 1 LT.,8.2,08,LT,CL,100.0,16.45,0.5,2024
CANTINA,BEVERAGE - ,APERITIV - ,BEV.APE.00001,SAN BITTER BIANCO 10CL X 40,2.36,08,BT,BT,1.0,0.3371,5,2024
CANTINA,BEVERAGE - ,APERITIV - ,BEV.APE.00003,APEROL,109.4415,08,LT,CL,100.0,10.9442,10,2024
CANTINA,BEVERAGE - ,APERITIV - ,BEV.APE.00004,CRODINO 10CL X 48,2.4285,08,BT,BT,1.0,0.4681,5,2024
CANTINA,BEVERAGE - ,APERITIV - ,BEV.APE.00006,CAMPARI,50.2872,08,LT,CL,100.0,16.7624,3,2024
CANTINA,BEVERAGE - ,APERITIV - ,BEV.APE.00010,SAN BITTER ROSSO 10CL X 40,0.924,08,BT,BT,1.0,0.3159,2,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00001,BIRRA NASTRO AZZURRO 33CL X 24 VAP,39.0657,08,BT,BT,1.0,0.7535,54,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00002,BIRRA HEINEKEN 33CL X 24 VAP,5.2884,08,BT,BT,1.0,0.8772,6,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00004,BIRRA TENNENT'S SUPER CL 33X24 VAP,2.8146,08,PZ,PZ,1.0,1.4671,2,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00005,BIRRA PORETTI SPINA 20LT,473.5352,08,LT,CL,100.0,3.9494,120,2024
CANTINA,BEVERAGE - ,BIRRE - ,BEV.BIR.00008,BIRRA CORONA 33CL X 24 VAP,9.612,08,BT,BT,1.0,1.1021,9,2024
CANTINA,BEVERAGE - ,CAFFETT - ,BEV.CAF.00003,CAFFE IN GRANI,17.0,08,KG,GR,1000.0,17.0,1,2024
CANTINA,BEVERAGE - ,CAFFETT - ,BEV.CAF.00012,CREMA CAFFE,58.5,08,PZ,PZ,1.0,19.5,3,2024
CANTINA,BEVERAGE - ,DISTILL - ,BEV.DIS.00004,DISTILLATO TEQUILA JOSE' CUERVO,3.296,08,LT,CL,100.0,16.608,0.2,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00002,GIN BOMBAY,32.232,08,LT,CL,100.0,18.96,1.7,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00003,GIN HENDRIK'S,10.7847,08,LT,CL,100.0,35.9489,0.3,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00005,GIN MARE,7.4645,08,LT,CL,100.0,37.3224,0.2,2024
CANTINA,BEVERAGE - ,GIN - ,BEV.GIN.00006,GIN BROKER'S,1.9655,08,LT,CL,100.0,8.073,0.3,2024
CANTINA,BEVERAGE - ,GUARTOP - ,BEV.GUA.00001,MONIN GRENADINE,3.8,08,LT,CL,100.0,10.8571,0.35,2024
CANTINA,BEVERAGE - ,GUARTOP - ,BEV.GUA.00002,MONIN FRAGOLA,4.3,08,LT,CL,100.0,12.2857,0.35,2024
CANTINA,BEVERAGE - ,GUARTOP - ,BEV.GUA.00003,SCIROPPO COCCO,12.84,08,LT,CL,100.0,9.823,1.05,2024
CANTINA,BEVERAGE - ,GUARTOP - ,BEV.GUA.00006,SCIROPPO ZUCCHERO DI CANNA,3.8537,08,LT,CL,100.0,9.1291,0.5,2024
CANTINA,BEVERAGE - ,GUARTOP - ,BEV.GUA.00007,SCIROPPO FIORI DI SAMBUCO 70CL,16.752,08,LT,CL,100.0,14.5805,1.05,2024
CANTINA,BEVERAGE - ,LIQUORI - ,BEV.LIQ.00022,LIQUORE KALHUA,9.744,08,LT,CL,100.0,16.445,0.6,2024
CANTINA,BEVERAGE - ,LIQUORI - ,BEV.LIQ.00023,LIQUORE LIMONCELLO VILLA MASSA,29.9688,08,LT,CL,100.0,14.9844,2,2024
CANTINA,BEVERAGE - ,LIQUORI - ,BEV.LIQ.00027,LIQUORE LIMONCELLO TENTAZIONI LT.2,31.2,08,LT,CL,100.0,7.5217,4,2024
CANTINA,BEVERAGE - ,RUM - ,BEV.RUM.00002,RUM BACARDI CARTA BLANCA,41.5866,08,LT,CL,100.0,14.258,3,2024
CANTINA,BEVERAGE - ,RUM - ,BEV.RUM.00004,RUM PAMPERO,23.1467,08,LT,CL,100.0,11.0044,2,2024
CANTINA,BEVERAGE - ,RUM - ,BEV.RUM.00006,RUM DIPLOMATICO,33.345,08,LT,CL,100.0,37.05,0.9,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00003,SUCCO ARANCIA AMITA 20CL X 24,2.4,08,BT,BT,1.0,0.48,5,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00004,SUCCO MIRTILLO AMITA 20CL X 24,25.7877,08,BT,BT,1.0,0.697,37,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00005,SUCCO POMPELMO AMITA 20CL X 24,8.16,08,BT,BT,1.0,0.48,17,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00006,SUCCO ACE AMITA 20CL X 24,1.9918,08,BT,BT,1.0,0.4979,4,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00008,SUCCO ANANAS AMITA 20CL X 24,12.773,08,BT,BT,1.0,0.6387,20,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00009,SUCCO MELA VERDE AMITA 20CL X 24,9.282,08,BT,BT,1.0,0.4885,19,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00010,SUCCO ALBICOCCA AMITA 20CL X 24,2.928,08,BT,BT,1.0,0.488,6,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00014,COCA COLA 33CL X 24 VAP,98.1643,08,BT,BT,1.0,0.7661,129,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00016,SCHWEPES GINGER ALE 18CL X 24,2.0292,08,BT,BT,1.0,0.6177,3,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00017,"LIMONATA LURISIA 27,5CL X 24",10.89,08,BT,BT,1.0,0.99,11,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00018,LEMONSODA 20CL X 24 VAP,24.693,08,BT,BT,1.0,0.4436,56,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00023,CEDRATA TASSONI 18CL X 25,36.1524,08,BT,BT,1.0,0.6815,57,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00032,THE ESTATHE PESCA 250MLX24PZ,0.7695,08,PZ,PZ,1.0,0.6517,1,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00035,REDBULL 33CLX24PZ,4.174,08,BT,BT,1.0,1.2426,4,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00038,GRANITA A LIMONE,45.0,08,PZ,PZ,1.0,15.0,3,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00039,SUCCO PESCA AMITA 20CLX24PZ,12.74,08,BT,BT,1.0,0.4838,26,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00040,GINGER BEER KILNEY 20CLX24 VAP,8.8662,08,PZ,PZ,1.0,0.6333,14,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00041,THE ESTATHE' LIMONE 250MLX24PZ,6.1481,08,PZ,PZ,1.0,0.9274,7,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00042,SCHWEPPES TONICA 18CLX24,65.7839,08,PZ,PZ,1.0,1.0,103,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00043,SPRITE 33CLX24 VAP,24.32,08,PZ,PZ,1.0,0.7633,32,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00044,FANTA ORANGE 33CLX24 VAP,17.2569,08,PZ,PZ,1.0,0.7503,23,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00045,COCA COLA ZERO 33CLX24 VAP,141.5981,08,PZ,PZ,1.0,0.7733,178,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00047,"SUCCO ANANAS DERBY 1,5LTX6",10.88,08,LT,CL,100.0,1.2089,9,2024
CANTINA,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00051,"ACQUA TONICA SIFONE 1,5LT",19.873,08,PZ,PZ,1.0,2.4841,8,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00001,PROSECCO TERRA SERENA 75CL X 6,552.5032,08,BT,CL,0.75,5.7589,96,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00003,CHAMPAGNE SECRET DE FAMILLE 75 CL,28.0,08,BT,BT,1.0,28.0,1,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00004,CHAMPAGNE PREMIERE CUVEE 75 CL,48.0,08,BT,BT,1.0,48.0,1,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00007,PROSECCO PRIMA CUVEE TREVISO 75 CL,31.2,08,BT,BT,1.0,7.8,4,2024
CANTINA,BEVERAGE - ,VINBOLL - ,BEV.BOL.00008,PROSECCO ROSE DOC 75 CL,18.9,08,BT,BT,1.0,9.45,2,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00002,VINO BIANCO SAMMARCO 75 CL,122.1,08,BT,CL,0.75,3.3,37,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00011,IL COLLE TRAMONTI 75 CL,132.0,08,BT,BT,1.0,11.0,12,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00012,BIANCOLELLA ISCHIA 75 CL,49.2,08,BT,BT,1.0,12.3,4,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00013,FALANGHINA DEI CAMPI FLEGREI 75 CL,49.5,08,BT,BT,1.0,5.5,9,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00014,GROTTE GRECO DI TUFO 75 CL,25.5,08,BT,BT,1.0,8.5,3,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00016,PINOT GRIGIO FRIULI 75 CL,21.9,08,BT,BT,1.0,7.3,3,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00017,CHARDONNAY FRIULI 75 CL,14.6,08,BT,BT,1.0,7.3,2,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00018,VETTE SAUVIGNON BLANC 75 CL,8.5,08,BT,BT,1.0,8.5,1,2024
CANTINA,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00019,PUNTA CROCE DOC 75 CL,18.0,08,BT,BT,1.0,18.0,1,2024
CANTINA,BEVERAGE - ,VINODESS - ,BEV.VDE.00001,MOSCATO SANTIQUARTA,7.5,08,BT,CL,0.75,7.5,1,2024
CANTINA,BEVERAGE - ,VINOROSE - ,BEV.VIN.00003,VINO ROSATO SAMMARCO 75 CL,45.0,08,BT,CL,0.75,4.5,10,2024
CANTINA,BEVERAGE - ,VINOROSE - ,BEV.VIN.00029,ROSIE AGLIANICO IRPINIA 75 CL,7.9,08,BT,BT,1.0,7.9,1,2024
CANTINA,BEVERAGE - ,VINOROSE - ,BEV.VIN.00030,CAPITIROSE TRAMONTI 75 CL,77.0,08,BT,BT,1.0,11.0,7,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,46.2,08,BT,CL,0.75,3.3,14,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00020,VADANTICO AGLIANICO 75 CL,7.9,08,BT,BT,1.0,7.9,1,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00022,BAROLO 75 CL,28.0,08,BT,BT,1.0,28.0,1,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,7.3,08,BT,BT,1.0,7.3,1,2024
CANTINA,BEVERAGE - ,VINOROSS - ,BEV.VIN.00027,MONTECORVO DOC 75 CL,36.0,08,BT,BT,1.0,18.0,2,2024
CANTINA,BEVERAGE - ,VODKA - ,BEV.VOD.00001,VODKA ABSOLUT,32.96,08,LT,CL,100.0,16.7793,2,2024
CANTINA,BEVERAGE - ,WHISKY - ,BEV.WHS.00002,JOHNNY WALKER RED LABEL,16.88,08,LT,CL,100.0,16.88,1,2024
CANTINA,BEVERAGE - ,WHISKY - ,BEV.WHS.00003,JOHNNY WALKER BLACK LABEL,23.2,08,LT,CL,100.0,31.7926,0.75,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00002,ARANCE,21.1036,08,KG,GR,1000.0,2.3627,12,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00003,LIMONI,49.3329,08,KG,GR,1000.0,2.7427,22.5,2024
CANTINA,FOOD - ,FRUTTFRE - ,FOO.FRU.00004,LIME,39.4288,08,KG,GR,1000.0,5.1834,5.77,2024
CANTINA,FOOD - ,FRUTTSEC - ,FOO.FRS.00005,LIMONE DISIDRATATO 100GR,19.1,08,PZ,PZ,1.0,19.1,1,2024
CANTINA,FOOD - ,MONODOLC - ,FOO.MON.00014,ZUCCHERO ERIDIANA ZOLLETTE 1KG,2.1662,08,KG,KG,1.0,2.7077,0.8,2024
CANTINA,FOOD - ,OLIO - ,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,24.0,08,PZ,PZ,1.0,4.8,5,2024
CANTINA,FOOD - ,ORTAGGI - ,FOO.ORT.00001,MENTA FRESCA,15.8415,08,KG,GR,1000.0,9.8864,1.7,2024
CANTINA,FOOD - ,PANE - ,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,130.244,08,KG,GR,1000.0,4.5067,28.9,2024
CANTINA,FOOD - ,PANE - ,FOO.PAN.00009,PANINI INTEGRALI GR 40,130.244,08,KG,GR,1000.0,4.5067,28.9,2024
CANTINA,FOOD - ,PASTICCE - ,FOO.PPP.00023,PANNA HOPLA 200 ML,0.8132,08,LT,CL,100.0,4.0477,0.2,2024
CANTINA,FOOD - ,SEMILDOL - ,FOO.SDO.00059,TORTA COMPLEANNO,75.0,08,KG,KG,1.0,25.1613,3,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,71.5,08,KG,KG,1.0,5.5,13,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00001,PATATINE PER APERITIVO,221.8005,08,PZ,PZ,1.0,4.4127,47,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00002,TARALLI,53.5032,08,KG,GR,1000.0,4.0042,14,2024
CANTINA,FOOD - ,SNACKSAL - ,FOO.SNS.00003,OLIVE VERDI,97.7699,08,KG,KG,1.0,6.995,14,2024
CANTINA,FOOD - ,SPEZIECO - ,FOO.MON.00015,MAIONESE HEINZ VETRO GR 30 X 72 PZ,71.4,08,PZ,PZ,1.0,0.85,84,2024
CANTINA,FOOD - ,SPEZIECO - ,FOO.MON.00016,KETCHUP HEINZ VETRO GR 40 X 72 PZ,71.4,08,PZ,PZ,1.0,0.85,84,2024
CANTINA,FOOD - ,SPEZIECO - ,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,9.0,08,PZ,PZ,1.0,3.0,3,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,76.8791,08,PZ,PZ,1.0,34.8149,3,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,4.08,08,PZ,PZ,1.0,2.503,2,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,213.6896,08,PZ,PZ,1.0,36.7483,6,2024
CANTINA,PULIZIA - ,DETERGEN - ,PUL.DET.00026,ACETO DI ALCOOL 1LTX12PZ,5.7,08,PZ,PZ,1.0,0.95,6,2024
CANTINA,VARIE - ,CANCELLE - ,VAR.CAN.00022,ROTOLI CARTA 80X80 MM RT 1CFX10PZ,14.0,08,PZ,PZ,0.0,1.4,10,2024
CANTINA,VARIE - ,CANCELLE - ,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,1.6765,08,PZ,PZ,0.0,0.3353,5,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,5.0374,08,CF,CF,1.0,5.5827,1,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00010,BICCHIERI CARTA 90 ML IDEAL PARTY 1X50PZ,1.9581,08,CF,CF,0.0,1.2235,2,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,7.5,08,CF,CF,1.0,2.5,3,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,3.0,08,CF,CF,1.0,1.0,3,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,5.1,08,CF,CF,1.0,1.7,3,2024
CANTINA,VARIE - ,MONOUSO - ,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,6.0,08,CF,CF,1.0,6.0,1,2024
