Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo_Periodo,Secondo_Periodo,Valore,Mese,Anno,Row_Type,Reparto_Dir,Reparto_Filled,Classe_Filled,Categoria_Filled
,,SPEZIECO - ,,,,,,,,8.2391,8.2391,8.2391,06,2024,Categoria,CUCINA,CUCINA,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00010,SALE FINO 1KG,KG,KG,1.0,0.3942,6,1.89,1.89,1.89,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00017,SALE GROSSO 1KG,KG,KG,1.0,0.3974,2.56,0.8064,0.8064,0.8064,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00028,SALSA CAESAR SALAD 850GR,PZ,PZ,1.0,5.842,1,5.5427,5.5427,5.5427,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,SPEZIECO - 
,,VERDURA - ,,,,,,,,39.8237,39.8237,39.8237,06,2024,Categoria,CUCINA,CUCINA,FOOD - ,VERDURA - 
,,,FOO.VER.00001,CIPOLLA,KG,KG,1.0,1.5472,3.67,5.8034,5.8034,5.8034,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,VERDURA - 
,,,FOO.VER.00002,AGLIO,KG,KG,1.0,2.9773,4.06,22.7703,22.7703,22.7703,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,VERDURA - 
,,,FOO.VER.00003,CIPOLLA ROSSA DI TROPEA,KG,KG,1.0,2.5,4.5,11.25,11.25,11.25,06,2024,Articolo,CUCINA,CUCINA,FOOD - ,VERDURA - 
,PULIZIA - ,,,,,,,,,272.5346,272.5346,272.5346,06,2024,Classe,CUCINA,CUCINA,PULIZIA - ,
,,DETERGEN - ,,,,,,,,192.5687,192.5687,192.5687,06,2024,Categoria,CUCINA,CUCINA,PULIZIA - ,DETERGEN - 
,,,PUL.DET.00031,DETERGENTE PIATTI VIC LEMON 5KGX4PZ,PZ,PZ,1.0,4.5989,1,2.9411,2.9411,2.9411,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,DETERGEN - 
,,,PUL.DET.00039,DETERGENTE PIATTI SVELTO 10KG,PZ,PZ,0.0,14.7262,3,44.1776,44.1776,44.1776,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,DETERGEN - 
,,,PUL.DET.00046,DETERSIVO LAVAST. TOPMATIC ECOLAB 25LT,PZ,PZ,1.0,145.45,1,145.45,145.45,145.45,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,DETERGEN - 
,,STRPULIZ - ,,,,,,,,79.9659,79.9659,79.9659,06,2024,Categoria,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,,,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,CF,CF,1.0,0.9905,1,0.289,0.289,0.289,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,,,PUL.STR.00016,GUANTI MONOUSO 100PZ MISURA L,CF,CF,1.0,3.4091,1,3.4091,3.4091,3.4091,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,,,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,CF,CF,1.0,4.5,1,4.5,4.5,4.5,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,,,PUL.STR.00021,PANNO VILEDA PVA VERDE 5PZ,PZ,PZ,0.0,2.512,26,62.2941,62.2941,62.2941,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,,,PUL.STR.00022,PANNO VILEDA PVA BLU 5PZ,PZ,PZ,0.0,2.5203,5,9.4737,9.4737,9.4737,06,2024,Articolo,CUCINA,CUCINA,PULIZIA - ,STRPULIZ - 
,VARIE - ,,,,,,,,,160.3368,160.3368,160.3368,06,2024,Classe,CUCINA,CUCINA,VARIE - ,
,,CARTBUSA - ,,,,,,,,113.2953,113.2953,113.2953,06,2024,Categoria,CUCINA,CUCINA,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,CT,CT,1.0,35.5953,2,81.8667,81.8667,81.8667,06,2024,Articolo,CUCINA,CUCINA,VARIE - ,CARTBUSA - 
,,,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,PZ,PZ,1.0,3.7585,8,31.4286,31.4286,31.4286,06,2024,Articolo,CUCINA,CUCINA,VARIE - ,CARTBUSA - 
,,PROCUCIN - ,,,,,,,,47.0415,47.0415,47.0415,06,2024,Categoria,CUCINA,CUCINA,VARIE - ,PROCUCIN - 
,,,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,PZ,PZ,1.0,6.3797,8,47.0415,47.0415,47.0415,06,2024,Articolo,CUCINA,CUCINA,VARIE - ,PROCUCIN - 
,,,,,,,,,TOTALE,5087.6426,5087.6426,5087.6426,06,2024,Unknown,CUCINA,CUCINA,VARIE - ,PROCUCIN - 
CUCINA,,,,,,,,,,8368.5314,8368.5314,8368.5314,07,2024,Reparto,CUCINA,CUCINA,,
,BEVERAGE - ,,,,,,,,,1.3326,1.3326,1.3326,07,2024,Classe,CUCINA,CUCINA,BEVERAGE - ,
,,VINOBIAN - ,,,,,,,,1.3326,1.3326,1.3326,07,2024,Categoria,CUCINA,CUCINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00010,VINO BIANCO PER CUCINARE,LT,LT,1.0,1.3326,1,1.3326,1.3326,1.3326,07,2024,Articolo,CUCINA,CUCINA,BEVERAGE - ,VINOBIAN - 
,FOOD - ,,,,,,,,,7559.6978,7559.6978,7559.6978,07,2024,Classe,CUCINA,CUCINA,FOOD - ,
,,BURR - ,,,,,,,,53.5434,53.5434,53.5434,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,BURR - 
,,,FOO.BUR.00002,BURRO 1KG,KG,KG,1.0,8.7871,6,53.5434,53.5434,53.5434,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,BURR - 
,,CARNEBIA - ,,,,,,,,540.9348,540.9348,540.9348,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,CARNEBIA - 
,,,FOO.CBI.00001,PETTO DI POLLO INTERO,KG,KG,1.0,9.4794,68.23,540.9348,540.9348,540.9348,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CARNEBIA - 
,,CARNEROS - ,,,,,,,,686.8469,686.8469,686.8469,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,CARNEROS - 
,,,FOO.CRO.00002,LONZA DI MAIALE,KG,KG,1.0,7.6894,3,21.805,21.805,21.805,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CARNEROS - 
,,,FOO.CRO.00005,ENTRECOTE BOVINO SV,KG,GR,1000.0,10.5779,24.34,457.4806,457.4806,457.4806,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CARNEROS - 
,,,FOO.CRO.00007,HAMBURGER SURGELATO AMADORI,KG,GR,1000.0,13.0,3.6,46.8,46.8,46.8,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CARNEROS - 
,,,FOO.CRO.00008,"HAMBURGER FASSONE 200GR 1CT 5,000 KG",KG,GR,1000.0,11.9571,13.6,160.7613,160.7613,160.7613,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CARNEROS - 
,,CEREALI - ,,,,,,,,18.5811,18.5811,18.5811,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,CEREALI - 
,,,FOO.CER.00008,SESAMO BIANCO,KG,GR,1000.0,12.1622,0.5,6.0811,6.0811,6.0811,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CEREALI - 
,,,FOO.CER.00009,SESAMO NERO,KG,GR,1000.0,25.0,0.5,12.5,12.5,12.5,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,CEREALI - 
,,FARINA - ,,,,,,,,27.3715,27.3715,27.3715,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,FARINA - 
,,,FOO.FAR.00001,FARINA 1KG,KG,KG,0.0,1.13,22,27.3715,27.3715,27.3715,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FARINA - 
,,FORMAGG - ,,,,,,,,155.0394,155.0394,155.0394,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00007,FORMAGGIO GRATTUGGIATO SORESINA 100GR,PZ,PZ,1.0,1.17,2,2.34,2.34,2.34,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00008,FORMAGGIO GRATTUGGIATO 1KG,KG,GR,1000.0,12.1388,6,49.0925,49.0925,49.0925,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00015,FORMAGGIO PHILADELPHIA GR 1650,PZ,PZ,1.0,18.8097,2,35.9698,35.9698,35.9698,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00016,SCAGLIE DI GRANA BIRAGHI GR 500,KG,GR,1000.0,16.0,1,16.0,16.0,16.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00018,FORMAGGIO FETA CUBETTATA GR 15O,PZ,PZ,1.0,2.9727,3,8.8533,8.8533,8.8533,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00019,FORMAGGIO PECORINO,KG,GR,1000.0,17.1183,0.2,3.4538,3.4538,3.4538,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,,FOO.FOR.00020,FORMAGGIO GRANBIRAGHI,KG,GR,1000.0,11.4984,3.42,39.33,39.33,39.33,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FORMAGG - 
,,FRUTTFRE - ,,,,,,,,147.8439,147.8439,147.8439,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00001,ANANAS,KG,GR,1000.0,2.3699,19.25,40.8565,40.8565,40.8565,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,1,1.6432,1.6432,1.6432,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,35.55,66.1134,66.1134,66.1134,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00015,AVOCADO,KG,GR,1000.0,4.8718,8.5,39.2308,39.2308,39.2308,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTFRE - 
,,FRUTTSEC - ,,,,,,,,57.43,57.43,57.43,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00003,PINOLI,KG,GR,1.0,65.0,0.59,38.35,38.35,38.35,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00007,MANDORLE,KG,GR,1000.0,20.0,0.8,16.0,16.0,16.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTSEC - 
,,,FOO.FRS.00014,UVA PASSA,KG,GR,1000.0,5.5,0.56,3.08,3.08,3.08,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,FRUTTSEC - 
,,LATTICIN - ,,,,,,,,342.5313,342.5313,342.5313,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,LATTICIN - 
,,,FOO.LAT.00003,MOZZARELLA FIOR DI LATTE,KG,GR,1000.0,7.5,43.5,326.25,326.25,326.25,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,LATTICIN - 
,,,FOO.LAT.00009,PROVOLONE STAGIONATO AGEROLA,KG,GR,1000.0,18.5008,0.88,16.2813,16.2813,16.2813,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,LATTICIN - 
,,MONODOLC - ,,,,,,,,17.241,17.241,17.241,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,MONODOLC - 
,,,FOO.MON.00012,ZUCCHERO SEMOLATO ERIDIANA 1KG,KG,KG,1.0,1.2315,14,17.241,17.241,17.241,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,MONODOLC - 
,,OLIO - ,,,,,,,,432.5175,432.5175,432.5175,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,OLIO - 
,,,FOO.OLI.00002,OLIO DI GIRASOLI 5LT,LT,LT,1.0,1.4664,98,140.9145,140.9145,140.9145,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,OLIO - 
,,,FOO.OLI.00003,OLIO D'OLIVA EXTRA VERGINE LT.5,LT,LT,1.0,9.8347,30,291.603,291.603,291.603,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,OLIO - 
,,ORTAGGI - ,,,,,,,,609.1958,609.1958,609.1958,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00001,MENTA FRESCA,KG,GR,1000.0,9.8864,0.6,4.5689,4.5689,4.5689,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00003,PATATE,KG,KG,1.0,1.3,49.4,61.5682,61.5682,61.5682,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00004,CAROTE,KG,GR,1000.0,1.4792,8.8,13.1701,13.1701,13.1701,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00005,SEDANO,KG,KG,1.0,4.8487,8.5,21.4286,21.4286,21.4286,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00006,BASILICO,KG,GR,1000.0,2.144,12.27,72.4421,72.4421,72.4421,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00007,MELENZANE,KG,KG,1.0,1.6,24.9,33.4384,33.4384,33.4384,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00008,RUCOLA,KG,GR,1000.0,5.0,7.5,43.125,43.125,43.125,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00009,POMODORINI DATTERINI ROSSI,KG,GR,1000.0,3.2,30.51,81.3819,81.3819,81.3819,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00011,ASPARAGI,KG,GR,1000.0,6.0,0.4,2.4,2.4,2.4,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00012,PREZZEMOLO,KG,GR,1000.0,5.0,3.83,18.9425,18.9425,18.9425,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00013,SCAROLA,KG,GR,1000.0,1.875,14.1,18.4446,18.4446,18.4446,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00014,POMODORINI DATTERINI GIALLI,KG,GR,1000.0,3.6257,15.1,54.9913,54.9913,54.9913,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00018,CETRIOLI,KG,GR,1000.0,1.6287,68.6,70.3031,70.3031,70.3031,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00019,PEPERONI ROSSI,KG,KG,1.0,2.4,3.5,7.0,7.0,7.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00020,PEPERONI GIALLI,KG,KG,1.0,1.8455,2.5,5.0,5.0,5.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00021,PEPERONI VERDI FRIGITELLI,KG,KG,1.0,2.7695,1.5,3.75,3.75,3.75,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.0008,ZUCCHINE,KG,KG,1.0,2.4,26.3,34.1365,34.1365,34.1365,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.0009,INSALATA ICEBERG,PZ,PZ,1.0,1.6667,64,63.1046,63.1046,63.1046,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,ORTAGGI - 
,,PANE - ,,,,,,,,150.6853,150.6853,150.6853,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PANE - 
,,,FOO.PAN.00005,PANGRATTATO MULINO BIANCO 400GR,PZ,PZ,1.0,1.1775,9,9.9747,9.9747,9.9747,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PANE - 
,,,FOO.PAN.00006,"PANE FUNGHETTO 1,1KG X 22 FETTEX4CF",CF,CF,1.0,10.2,1,10.2,10.2,10.2,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PANE - 
,,,FOO.PAN.00012,PANE PELATONE 12X12 33FETTEX6 CF,CF,CF,1.0,13.6,5,68.0,68.0,68.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PANE - 
,,,FOO.PAN.00013,PANE BISCOTTATO INTEGRALE,PZ,PZ,1.0,2.2107,1,2.2106,2.2106,2.2106,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PANE - 
,,,FOO.PAN.00020,PANINI BUN PER HAMBURGHER 230GR,KG,GR,1000.0,7.6421,6.7,60.3,60.3,60.3,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PANE - 
,,PASTAFRE - ,,,,,,,,208.949,208.949,208.949,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PASTAFRE - 
,,,FOO.PSF.00001,SCIALATIELLI ARTIGIANALI GELO,KG,GR,1000.0,3.6,17.59,63.324,63.324,63.324,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAFRE - 
,,,FOO.PSF.00002,GNOCCHI DI PATATE ARTIGIANALI GELO,KG,GR,1000.0,2.8,15.5,43.4,43.4,43.4,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAFRE - 
,,,FOO.PSF.00003,RAVIOLI CAPRESI ARTIGIANALI GELO,KG,GR,1000.0,7.5,13.63,102.225,102.225,102.225,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAFRE - 
,,PASTAGRA - ,,,,,,,,43.8195,43.8195,43.8195,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PASTAGRA - 
,,,FOO.PST.00008,PASTA SPAGHETTI GLUTEN FREE,KG,KG,1.0,5.6656,0.5,2.6933,2.6933,2.6933,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAGRA - 
,,,FOO.PST.00009,PASTA RIGATONI GLUTEN FREE,KG,KG,1.0,5.4493,0.3,1.6348,1.6348,1.6348,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAGRA - 
,,,FOO.PST.00011,PASTA SPAGHETTONI GRAGNANESI 500GR,KG,GR,1000.0,3.8,9,34.2,34.2,34.2,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAGRA - 
,,,FOO.PST.00012,PASTA MEZZE MANICHE RIGATE 500GR,KG,GR,1000.0,3.3603,2,5.2914,5.2914,5.2914,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTAGRA - 
,,PASTICCE - ,,,,,,,,120.2533,120.2533,120.2533,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PASTICCE - 
,,,FOO.PPP.00008,TUORLO D'UOVO 1LT,LT,LT,1.0,7.0,8,57.6533,57.6533,57.6533,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTICCE - 
,,,FOO.PPP.00019,PANNA HOPLA 1 LT,LT,CL,100.0,3.2,1.5,4.8,4.8,4.8,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTICCE - 
,,,FOO.PPP.00021,SAVOIARDI GR 300,PZ,PZ,1.0,1.8,6,10.8,10.8,10.8,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTICCE - 
,,,FOO.PPP.00022,MASCARPONE 500GR,KG,GR,1.0,9.6833,5,47.0,47.0,47.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PASTICCE - 
,,PESCEFRE - ,,,,,,,,1664.7457,1664.7457,1664.7457,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00008,COZZE ITALIA,KG,GR,1000.0,3.5,36.65,128.2773,128.2773,128.2773,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00009,VONGOLE ITALIA,KG,GR,1000.0,19.5,30.17,528.5591,528.5591,528.5591,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00011,FASOLARE,KG,GR,1000.0,11.0183,21.67,238.37,238.37,238.37,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00013,ALICI LOCALI,KG,GR,1000.0,7.7284,11.13,84.6622,84.6622,84.6622,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00014,SPIGOLA  A,KG,GR,1000.0,22.5558,21.1,566.8543,566.8543,566.8543,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,,FOO.PES.00015,TONNO FILETTO PINNA GIALLA SV,KG,GR,1000.0,20.0,6.346,118.0228,118.0228,118.0228,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCEFRE - 
,,PESCESUR - ,,,,,,,,1078.8482,1078.8482,1078.8482,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00004,POLPO T5 MAROCCO GELO,KG,GR,1000.0,13.1174,14.27,194.9843,194.9843,194.9843,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00005,SEPPIA PULITA 1/2 GELO,KG,GR,1000.0,9.2578,24.18,203.1698,203.1698,203.1698,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00006,MAZZANCOLLE 80/100 KG 1,KG,GR,1000.0,6.8,4,27.2,27.2,27.2,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00007,MAZZANCOLLE 40/60 KG 1,KG,GR,1000.0,10.5,7,73.5,73.5,73.5,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00012,CALAMARI PULITI U5 IQF,KG,GR,1000.0,12.1796,37.6,394.5359,394.5359,394.5359,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00016,SALMONE AFFUMICATO GELO,KG,GR,1000.0,33.5247,0.7,23.8569,23.8569,23.8569,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00017,MAZZANCOLLE 50/60 KG 2,KG,GR,1000.0,6.4074,4,25.8667,25.8667,25.8667,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00018,POLIPETTI 20/40,KG,GR,1000.0,6.6339,6,47.8235,47.8235,47.8235,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,,FOO.PES.00019,POLPO TENTACOLI COTTI 70/120,KG,GR,1000.0,10.0858,4,87.9111,87.9111,87.9111,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,PESCESUR - 
,,RISO - ,,,,,,,,15.0,15.0,15.0,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,RISO - 
,,,FOO.RIS.0003,RISO CARNAROLI CASCINA SAN MAGLIOLO,KG,GR,1000.0,5.0,3,15.0,15.0,15.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,RISO - 
,,SALUMI - ,,,,,,,,233.8654,233.8654,233.8654,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,SALUMI - 
,,,FOO.SAL.00007,PROSCIUTTO CRUDO DOLCE CUORE,KG,GR,1000.0,9.7825,11.68,158.0493,158.0493,158.0493,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SALUMI - 
,,,FOO.SAL.00009,BRESAOLA,KG,GR,1000.0,27.1163,2.58,70.0561,70.0561,70.0561,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SALUMI - 
,,,FOO.SAL.00010,SALAME NAPOLI,KG,GR,1000.0,12.03,0.5,5.76,5.76,5.76,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SALUMI - 
,,SCATOLAM - ,,,,,,,,211.7338,211.7338,211.7338,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00003,POMODORINI POMILIA 400GRX24PZ,PZ,PZ,1.0,1.0485,4,3.7068,3.7068,3.7068,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00015,"PELATI 2,5KG",PZ,PZ,1.0,1.5428,25,66.667,66.667,66.667,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00017,TONNO VIANDER KG 1,KG,GR,1000.0,10.0,4,40.0,40.0,40.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SCATOLAM - 
,,,FOO.SCA.00018,TONNO DELFINO 870GR,PZ,PZ,1.0,14.48,7,101.36,101.36,101.36,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SCATOLAM - 
,,SEMILDOL - ,,,,,,,,2.2727,2.2727,2.2727,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,SEMILDOL - 
,,,FOO.SDO.00052,BISCOTTO X GELATO CIALDA 400PZ,KG,GR,1.0,22.7273,0.1,2.2727,2.2727,2.2727,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILDOL - 
,,SEMILSAL - ,,,,,,,,543.3896,543.3896,543.3896,07,2024,Categoria,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00002,FRITTELLE ALGHE 20GR X 4KG,KG,GR,1000.0,6.375,4,25.5,25.5,25.5,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00003,"RUSTICI PARTY MIX 20GR 2,5X2CF",KG,GR,1000.0,9.18,5,45.9,45.9,45.9,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00009,PIZZA MARGHERITA MINI 25GRX2 KG,KG,GR,1000.0,9.95,2.5,19.9,19.9,19.9,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00010,FRITTO MISTO 6KG,KG,KG,1.0,7.179,47,327.3414,327.3414,327.3414,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00016,"PATATE SURGELATE STICK 2,5KG X 4PZ",KG,GR,1000.0,2.1822,34.18,84.1842,84.1842,84.1842,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00018,FOCACCIA TRANCIO 180GR 10CFX3PZ,CF,CF,1.0,5.0,1,5.0,5.0,5.0,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
,,,FOO.SSA.00019,"PATATE DIPPERS 2,5 KG X 4 PZ",KG,GR,1000.0,2.8698,5,14.4593,14.4593,14.4593,07,2024,Articolo,CUCINA,CUCINA,FOOD - ,SEMILSAL - 
